0,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.3,1.1,17.3,25.1,-4.9
1,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.3,1.1,17.3,25.1,-4.9
2,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
3,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
4,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.3,1.1,17.2,25.2,-4.9
5,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
6,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
7,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
8,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
9,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
10,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
11,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
12,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
13,0,1,1,0,0,0,-9.241982,47.49161,7.289175,389.9396,-17.9171,-333.7899,16.1,26.4,1.1,17.3,25.1,-4.9
