0,800,0,0,1
1,800,0,0,1
2,800,0,0,1
3,800,0,0,1
4,800,0,0,1
5,800,0,0,1
6,800,0,0,1
7,800,0,0,1
8,800,0,0,1
9,800,0,0,1
10,800,0,0,1
11,800,0,0,1
12,800,0,0,1
13,800,0,0,1
14,800,0,0,1
15,800,0,0,1
16,800,0,0,1
17,800,0,0,1
18,800,0,0,1
19,800,0,0,1
20,800,0,0,1
21,800,0,0,1
22,800,0,0,1
23,800,0,0,1
24,800,0,0,1
25,800,0,0,1
26,800,0,0,1
27,800,0,0,1
28,800,0,0,1
29,800,0,0,1
30,800,0,0,1
31,800,0,0,1
32,800,0,0,1
33,800,0,0,1
34,800,0,0,1
35,800,0,0,1
36,800,0,0,1
37,800,0,0,1
38,800,0,0,1
39,800,0,0,1
40,800,0,0,1
41,800,0,0,1
42,800,0,0,1
43,800,0,0,1
44,800,0,0,1
45,800,0,0,1
46,800,0,0,1
47,800,0,0,1
48,800,0,0,1
49,800,0,0,1
50,800,0,0,1
51,800,0,0,1
52,800,0,0,1
53,800,0,0,1
54,800,0,0,1
55,800,0,0,1
56,800,0,0,1
57,800,0,0,1
58,800,0,0,1
59,800,0,0,1
60,800,0,0,1
61,800,0,0,1
62,800,0,0,1
63,800,0,0,1
64,800,0,0,1
65,800,0,0,1
66,800,0,0,1
67,800,0,0,1
68,800,0,0,1
69,800,0,0,1
70,800,0,0,1
71,800,0,0,1
72,800,0,0,1
73,800,0,0,1
74,800,0,0,1
75,800,0,0,1
76,800,0,0,1
77,800,0,0,1
78,800,0,0,1
79,800,0,0,1
80,800,0,0,1
81,800,0,0,1
82,800,0,0,1
83,800,0,0,1
84,800,0,0,1
85,800,0,0,1
86,800,0,0,1
87,800,0,0,1
88,800,0,0,1
89,800,0,0,1
90,800,0,0,1
91,800,0,0,1
92,800,0,0,1
93,800,0,0,1
94,800,0,0,1
95,800,0,0,1
96,800,0,0,1
97,800,0,0,1
98,800,0,0,1
99,800,0,0,1
100,800,0,0,1
101,800,0,0,1
102,800,0,0,1
103,800,0,0,1
104,800,0,0,1
105,800,0,0,1
106,800,0,0,1
107,800,0,0,1
108,800,0,0,1
109,800,0,0,1
110,800,0,0,1
111,800,0,0,1
112,800,0,0,1
113,800,0,0,1
114,800,0,0,1
115,800,0,0,1
116,800,0,0,1
117,800,0,0,1
118,800,0,0,1
119,800,0,0,1
120,800,0,0,1
121,800,0,0,1
122,800,0,0,1
123,800,0,0,1
124,800,0,0,1
125,800,0,0,1
126,800,0,0,1
127,800,0,0,1
128,800,0,0,1
129,800,0,0,1
130,800,0,0,1
131,800,0,0,1
132,800,0,0,1
133,800,0,0,1
134,800,0,0,1
135,800,0,0,1
136,800,0,0,1
137,800,0,0,1
138,800,0,0,1
139,800,0,0,1
140,800,0,0,1
141,800,0,0,1
142,800,0,0,1
143,800,0,0,1
144,800,0,0,1
145,800,0,0,1
146,800,0,0,1
147,800,0,0,1
148,800,0,0,1
149,800,0,0,1
150,800,0,0,1
151,800,0,0,1
152,800,0,0,1
153,800,0,0,1
154,800,0,0,1
155,800,0,0,1
156,800,0,0,1
157,800,0,0,1
158,800,0,0,1
159,800,0,0,1
160,800,0,0,1
161,800,0,0,1
162,800,0,0,1
163,800,0,0,1
164,800,0,0,1
165,800,0,0,1
166,800,0,0,1
